No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Referensi & Sumber Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Olahan Sampah,Jenis Bahaya,Detail Bahaya,Metode Pengumpulan,Standar Regulasi
273,botol_kaca_273,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
274,botol_kaca_274,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
275,botol_kaca_275,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
276,botol_kaca_276,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
277,botol_kaca_277,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
278,botol_kaca_278,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
279,botol_kaca_279,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
280,botol_kaca_280,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
281,botol_kaca_281,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
282,botol_kaca_282,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
283,botol_kaca_283,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
284,botol_kaca_284,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
285,botol_kaca_285,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
286,botol_kaca_286,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
287,botol_kaca_287,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
288,botol_kaca_288,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
289,botol_kaca_289,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
290,botol_kaca_290,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
291,botol_kaca_291,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
292,botol_kaca_292,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
293,botol_kaca_293,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
294,botol_kaca_294,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
295,botol_kaca_295,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
296,botol_kaca_296,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
297,botol_kaca_297,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
298,botol_kaca_298,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
299,botol_kaca_299,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
300,botol_kaca_300,Anorganik,ANO,Botol kaca minuman,botol_kaca,Tidak,1 juta tahun,1 juta th  | USEPA Glass Fact Sheet (2020); Glass Packaging Institute,Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),0.3,Bahan Baku Industri,"Daur ulang, reuse botol",Tidak berbahaya,Tidak ada,Pengepul,Permen LHK No. P.56/2015
301,botol_parfum_1,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
302,botol_parfum_2,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
303,botol_parfum_3,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
304,botol_parfum_4,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
305,botol_parfum_5,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
306,botol_parfum_6,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
307,botol_parfum_7,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
308,botol_parfum_8,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
309,botol_parfum_9,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
310,botol_parfum_10,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
311,botol_parfum_11,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
312,botol_parfum_12,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
313,botol_parfum_13,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
314,botol_parfum_14,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
315,botol_parfum_15,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
316,botol_parfum_16,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
317,botol_parfum_17,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
318,botol_parfum_18,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
319,botol_parfum_19,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
320,botol_parfum_20,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
321,botol_parfum_21,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
322,botol_parfum_22,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
323,botol_parfum_23,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
324,botol_parfum_24,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
325,botol_parfum_25,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
326,botol_parfum_26,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
327,botol_parfum_27,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
328,botol_parfum_28,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
329,botol_parfum_29,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
330,botol_parfum_30,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
331,botol_parfum_31,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
332,botol_parfum_32,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
333,botol_parfum_33,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
334,botol_parfum_34,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
335,botol_parfum_35,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
336,botol_parfum_36,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
337,botol_parfum_37,Anorganik,ANO,Botol parfum,botol_parfum,Tidak,1 juta tahun,1 juta th  | USEPA; Glass Packaging Institute (2021),Ya,Ya,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.93,Kerajinan tangan,"Reuse, daur ulang kaca",Fisik,"Jika terkena panas tinggi, sisa alkohol memicu ledakan kecil",Pengepul,PP No. 81/2012
