No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Jenis Bahaya,Metode Pengumpulan,waktu_urai_bulan,kategori_urai,kesulitan_encoded,nilai_jual_encoded,biaya_proses_encoded,beban_biaya_score,high_cost_burden,potensi_pengolahan_enc,jenis_bahaya_enc,metode_pengumpulan_enc,kategori_enc,Struktur_Biaya,env_impact_score,econ_burden_score,recyclability_index
2382,toples_kaca_282,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2383,toples_kaca_283,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2384,toples_kaca_284,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2385,toples_kaca_285,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2386,toples_kaca_286,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2387,toples_kaca_287,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2388,toples_kaca_288,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2389,toples_kaca_289,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2390,toples_kaca_290,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2391,toples_kaca_291,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2392,toples_kaca_292,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2393,toples_kaca_293,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2394,toples_kaca_294,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2395,toples_kaca_295,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2396,toples_kaca_296,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2397,toples_kaca_297,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2398,toples_kaca_298,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2399,toples_kaca_299,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2400,toples_kaca_300,Anorganik,ANO,Toples kaca bekas,toples_kaca,0,1 juta tahun,1,1,Sangat Sulit,Rendah (< Rp 500/kg),Sangat Tinggi (> Rp 5.000/kg),2.57,Kerajinan tangan,Tidak berbahaya,Pengepul,12000000.0,Lama,4,1,5,6,0,1,4,2,0,"Biaya Operasional Tinggi
(High-Cost Burden)",0.8206278026905831,0.92,0.52
2401,amplop_bekas_1,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2402,amplop_bekas_2,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2403,amplop_bekas_3,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2404,amplop_bekas_4,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2405,amplop_bekas_5,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2406,amplop_bekas_6,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2407,amplop_bekas_7,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2408,amplop_bekas_8,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2409,amplop_bekas_9,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2410,amplop_bekas_10,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2411,amplop_bekas_11,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2412,amplop_bekas_12,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2413,amplop_bekas_13,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2414,amplop_bekas_14,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2415,amplop_bekas_15,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2416,amplop_bekas_16,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2417,amplop_bekas_17,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2418,amplop_bekas_18,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2419,amplop_bekas_19,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2420,amplop_bekas_20,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2421,amplop_bekas_21,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2422,amplop_bekas_22,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2423,amplop_bekas_23,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2424,amplop_bekas_24,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2425,amplop_bekas_25,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2426,amplop_bekas_26,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2427,amplop_bekas_27,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2428,amplop_bekas_28,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2429,amplop_bekas_29,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2430,amplop_bekas_30,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2431,amplop_bekas_31,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2432,amplop_bekas_32,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2433,amplop_bekas_33,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2434,amplop_bekas_34,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2435,amplop_bekas_35,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2436,amplop_bekas_36,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2437,amplop_bekas_37,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2438,amplop_bekas_38,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2439,amplop_bekas_39,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2440,amplop_bekas_40,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2441,amplop_bekas_41,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2442,amplop_bekas_42,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2443,amplop_bekas_43,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2444,amplop_bekas_44,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2445,amplop_bekas_45,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
2446,amplop_bekas_46,Anorganik,ANO,Amplop bekas,amplop_bekas,1,2-6 minggu,1,1,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),1.43,Kerajinan tangan,Tidak berbahaya,TPS 3R,0.9237875288683602,Cepat,1,4,1,5,0,1,4,4,0,"Ekonomis / Menguntungkan
(Nilai Jual > Biaya)",0.12730515714433394,0.19999999999999998,0.8799999999999999
