No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Jenis Bahaya,Metode Pengumpulan,waktu_urai_bulan,kategori_urai,kesulitan_encoded,nilai_jual_encoded,biaya_proses_encoded,beban_biaya_score,high_cost_burden,potensi_pengolahan_enc,jenis_bahaya_enc,metode_pengumpulan_enc,kategori_enc
4018,aluminium_foil_118,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4019,aluminium_foil_119,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4020,aluminium_foil_120,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4021,aluminium_foil_121,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4022,aluminium_foil_122,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4023,aluminium_foil_123,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4024,aluminium_foil_124,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4025,aluminium_foil_125,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4026,aluminium_foil_126,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4027,aluminium_foil_127,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4028,aluminium_foil_128,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4029,aluminium_foil_129,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4030,aluminium_foil_130,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4031,aluminium_foil_131,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4032,aluminium_foil_132,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4033,aluminium_foil_133,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4034,aluminium_foil_134,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4035,aluminium_foil_135,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4036,aluminium_foil_136,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4037,aluminium_foil_137,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4038,aluminium_foil_138,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4039,aluminium_foil_139,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4040,aluminium_foil_140,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4041,aluminium_foil_141,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4042,aluminium_foil_142,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4043,aluminium_foil_143,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4044,aluminium_foil_144,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4045,aluminium_foil_145,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4046,aluminium_foil_146,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4047,aluminium_foil_147,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4048,aluminium_foil_148,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4049,aluminium_foil_149,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4050,aluminium_foil_150,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4051,aluminium_foil_151,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4052,aluminium_foil_152,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4053,aluminium_foil_153,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4054,aluminium_foil_154,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4055,aluminium_foil_155,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4056,aluminium_foil_156,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4057,aluminium_foil_157,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4058,aluminium_foil_158,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4059,aluminium_foil_159,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4060,aluminium_foil_160,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4061,aluminium_foil_161,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4062,aluminium_foil_162,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4063,aluminium_foil_163,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4064,aluminium_foil_164,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4065,aluminium_foil_165,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4066,aluminium_foil_166,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4067,aluminium_foil_167,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4068,aluminium_foil_168,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4069,aluminium_foil_169,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4070,aluminium_foil_170,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4071,aluminium_foil_171,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4072,aluminium_foil_172,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4073,aluminium_foil_173,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4074,aluminium_foil_174,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4075,aluminium_foil_175,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4076,aluminium_foil_176,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4077,aluminium_foil_177,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4078,aluminium_foil_178,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4079,aluminium_foil_179,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4080,aluminium_foil_180,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4081,aluminium_foil_181,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4082,aluminium_foil_182,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4083,aluminium_foil_183,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4084,aluminium_foil_184,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4085,aluminium_foil_185,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4086,aluminium_foil_186,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4087,aluminium_foil_187,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4088,aluminium_foil_188,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4089,aluminium_foil_189,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4090,aluminium_foil_190,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4091,aluminium_foil_191,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4092,aluminium_foil_192,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4093,aluminium_foil_193,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4094,aluminium_foil_194,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4095,aluminium_foil_195,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4096,aluminium_foil_196,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4097,aluminium_foil_197,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4098,aluminium_foil_198,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4099,aluminium_foil_199,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4100,aluminium_foil_200,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4101,aluminium_foil_201,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4102,aluminium_foil_202,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4103,aluminium_foil_203,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4104,aluminium_foil_204,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4105,aluminium_foil_205,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4106,aluminium_foil_206,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4107,aluminium_foil_207,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4108,aluminium_foil_208,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4109,aluminium_foil_209,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4110,aluminium_foil_210,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
4111,aluminium_foil_211,Anorganik,ANO,Aluminium foil,aluminium_foil,0,80 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),2.43,Bahan Baku Industri,Fisik,Bank Sampah,960.0,Lama,3,2,4,6,0,0,1,0,0
